M/Z,Intensity
597.6831,12.7407
502.3771,98.3872
593.0474,26.9518
535.1659,85.819
585.922,6.1712
525.091,18.4176
582.9911,90.9223
526.9757,33.2848
521.9921,13.3933
529.0899,45.1781
553.3047,22.4627
544.7238,97.6152
598.5259,73.7363
582.3379,36.4799
575.3831,60.7754
555.4131,18.0941
589.4738,17.2206
579.5434,5.4437
548.1318,22.8058
568.7181,5.2363
537.7958,23.6555
593.6552,62.5382
515.7009,42.108
508.9272,93.1461
,
542.257,78.5832
573.4677,63.2573
564.1541,91.6089
509.746,81.2092
529.8141,48.3261
541.6461,21.8938
511.6537,41.5991
549.7373,98.1022
,
598.1058,3.2841
545.9365,69.1183
538.842,33.7546
589.4081,85.9375
501.3288,24.0567
577.9206,45.491
581.5062,73.279
510.3778,72.5784
550.323,98.6638
,
590.4297,74.4762
547.4828,90.1327
529.2736,98.1119
554.032,13.5848
595.3397,16.3481
588.3206,94.5159
550.9722,30.5725
562.7497,81.5062
565.3609,97.0435
576.3403,80.7201
552.7874,6.2091
582.0357,60.7319
527.7897,9.1358
542.0685,31.3164
599.2319,61.4414
550.009,91.8662
545.1913,12.5262
537.4892,70.4867
567.6798,4.23
548.1779,49.7517
502.0911,35.5247
553.9255,33.8463
569.2686,80.3131
558.7097,82.5934
547.782,24.3419
556.0598,51.8729
508.0504,18.708
544.598,43.3926
557.9506,94.3146
581.8946,13.7564
598.6925,50.9782
522.5967,51.2426
528.551,68.6052
581.1461,81.9334
544.0191,33.1528
503.9557,34.3361
544.7871,41.9486
566.3016,4.7477
599.3679,52.0646
579.7069,44.6751
557.6333,55.3111
562.4531,12.3206
593.6785,41.7604
591.1713,71.9632
557.342,89.2844
548.3567,96.9317
538.5267,66.0819
516.9305,49.9865
546.8687,64.9699
530.7125,91.0436
507.1891,29.2612
536.8455,48.1222
562.2685,99.4259
502.2812,32.8823
595.199,10.564
525.4407,27.4287
583.5124,37.7142
539.1813,49.8019
595.2687,66.784
514.4571,22.4722
554.4838,86.9286
542.5956,47.3958
563.2041,98.1239
508.9262,65.6365
515.2856,86.8584
542.4589,19.3733
515.7523,68.9398
573.3886,71.5696
574.8141,15.4581
591.3412,1.5724
535.5506,22.2976
580.4217,42.6532
550.5614,14.2361
555.2021,62.7719
521.3169,33.4674
523.0986,77.4571
517.8647,42.3358
540.1103,91.9027
579.0065,20.7475
592.3187,15.8371
575.6381,13.6537
522.9304,36.715
523.898,72.3391
590.9272,41.0034
542.8117,91.1601
501.3225,55.464
572.6057,59.0999
576.5948,69.7866
520.5985,59.1452
519.5901,58.0039
546.2515,29.8555
519.9937,58.7704
558.2564,83.3194
578.5871,2.8341
582.0747,30.8729
528.365,86.9966
502.6354,91.7605
597.6849,56.6381
558.9663,52.5854
536.5557,78.9949
570.162,12.8211
599.059,72.0259
517.49,34.6634
530.7095,77.1064
556.3108,2.4849
512.5554,53.428
569.6685,83.7372
534.5491,11.9707
571.2847,27.8739
521.5777,76.7379
512.7238,56.1811
501.038,47.7865
537.8264,14.0524
589.5627,10.4514
524.22,21.435
530.7677,5.4451
571.4404,60.0563
530.7362,4.8138
576.6408,30.6217
548.0309,87.0459
550.4393,98.7495
572.6451,40.349
581.5081,66.9066
597.9819,33.3022
551.3986,6.4177
563.1997,11.6459
540.7153,89.1821
503.6528,63.8737
502.6984,35.3705
586.6672,44.6843
549.1121,59.062
530.8572,32.649
509.9905,18.6195
595.7017,17.0355
514.2491,92.4239
560.8505,95.4524
513.3885,53.7737
552.257,50.4864
578.9627,15.9573
589.2576,71.85
,
564.9919,60.4137
573.2595,70.855
508.4291,31.6682
584.3965,67.1163
540.3538,7.499
558.9199,99.5279
575.1929,66.1823
530.1297,79.4904
556.5875,88.4987
546.1492,56.2188
595.7272,41.7974
580.7426,20.7431
522.9653,91.6199
525.4949,73.2014
554.6266,83.4291
555.2186,17.8863
561.1464,90.8418
504.5923,21.8
515.2514,65.8088
536.8978,4.1361
520.114,74.7208
515.6629,1.9237
543.46,62.3672
537.2591,76.2735
507.8662,80.9992
552.4421,21.1574
524.5262,29.6235
546.951,15.1726
592.2565,85.6992
579.9332,81.4444
594.348,9.7836
579.0605,44.2388
565.9699,89.2697
500.8777,79.5407
513.7692,73.5518
508.3026,18.134
562.2994,94.3526
539.6907,30.4759
573.8077,3.0568
572.3183,41.466
530.5496,93.3842
591.4117,27.1659
515.2772,95.9331
567.7913,31.3234
599.9849,10.2266
542.6072,43.2421
579.4619,18.7071
580.7463,78.6243
512.4017,85.5618
504.7169,30.7103
542.4211,71.6014
537.1537,63.982
507.6806,31.3757
508.0063,82.1627
579.247,87.0164
534.9378,46.5207
504.2323,11.9946
515.6559,50.0891
570.0759,31.8878
586.9949,24.0942
567.3833,4.6912
593.5762,21.1267
505.8959,95.6622
,
562.7193,25.3352
540.4707,92.3858
595.4332,89.3523
515.381,63.7128
520.1965,56.6949
500.0532,67.6051
578.271,33.6331
504.731,28.5885
593.3281,45.5339
554.1279,26.7888
510.3216,96.5667
556.1496,99.7912
552.0726,95.2339
532.0962,69.8814
581.4207,89.4196
502.4798,67.0771
555.3971,82.1132
510.8097,71.4032
552.7633,21.0853
590.7714,28.4824
587.0241,71.4023
564.2232,60.7358
503.5683,90.2437
572.8106,38.3693
570.6114,58.7189
551.3592,78.508
516.1681,46.6397
590.2077,36.3741
560.4293,84.5801
511.5049,63.3549
592.2714,32.3454
556.955,51.0825
525.7147,36.879
583.968,8.5574
521.808,95.0297
503.2293,54.6914
522.3705,77.7902
503.3774,8.4234
532.3185,99.4195
580.8925,62.4171
556.0815,27.9524
542.3485,89.7214
568.3228,85.8512
549.2957,64.2749
530.7329,48.568
527.611,98.153
586.9957,72.3435
545.4621,57.0132
591.7256,14.4411
508.8933,20.3386
573.2529,97.3817
533.9203,32.1601
547.1606,53.3807
554.2625,95.4599
505.2629,48.4279
520.1088,14.377
561.4857,98.4665
500.0606,12.2455
571.2291,21.7597
562.7977,85.098
587.0326,68.5193
526.7383,10.2647
515.2892,66.4697
584.6286,88.921
581.0775,80.6345
557.0579,89.1541
517.6974,62.4861
