M/Z,Intensity
506.2676,19.2173
548.6166,96.5968
575.3274,78.3238
,
569.8552,3.1819
529.1472,83.1119
590.2857,35.6037
570.7167,40.224
556.8806,70.5723
583.4904,13.4504
543.2382,66.8354
545.6669,82.2889
597.4645,42.0685
599.342,21.7999
574.338,86.6375
582.7832,85.1038
584.8568,26.4415
531.9931,30.9231
500.2132,51.408
,
532.1239,40.8964
584.7621,52.1095
514.0633,73.0025
551.5647,28.9659
524.7984,50.7805
505.7325,73.5256
539.3731,6.5029
591.3834,10.6472
515.3792,35.7131
553.4786,84.0007
517.9535,49.4198
532.53,47.9892
564.8567,65.8275
507.3519,49.021
565.7607,48.5291
530.6882,92.8559
575.3327,23.3559
581.1776,99.1458
587.9271,83.1641
585.1671,30.2974
540.7426,48.0344
542.2169,22.8031
519.6635,74.9935
570.2833,67.7536
539.9067,14.3838
558.4505,56.6759
594.3424,2.6202
587.206,6.6493
502.7103,47.3577
559.2577,18.6521
588.4048,82.039
569.3539,24.9073
572.6345,36.3013
517.7859,91.6533
570.2354,62.1599
564.5132,71.795
594.4545,63.0842
577.4224,73.2516
598.7893,4.9702
590.9893,79.3854
533.2378,32.3071
567.3639,88.9985
523.8504,75.2766
507.9786,41.7381
532.2781,61.1435
503.0963,35.1249
530.6535,70.5533
573.6798,36.5516
504.3339,57.876
523.4487,89.16
502.1816,85.6223
520.6151,93.6693
569.35,27.5546
542.9117,55.6457
510.2135,51.597
542.8089,28.81
576.4293,88.4913
530.9001,58.0833
527.9322,61.4782
566.35,97.9493
554.008,65.5944
585.4436,88.8869
561.6372,71.7914
560.9383,48.2885
535.9366,83.9161
533.2923,56.9262
583.8757,69.2809
564.1054,98.9238
568.8842,20.0835
561.3196,94.0231
584.0769,80.1497
568.23,5.9054
579.5897,84.5415
589.5716,62.4241
548.649,60.9895
524.7569,33.7983
532.0528,32.8728
536.3843,87.4462
527.4279,90.7168
518.3595,30.2796
585.2414,49.7787
,
588.739,6.769
542.0835,48.9189
563.1192,83.8269
520.4838,9.8996
530.096,73.8685
523.5641,47.5329
591.5666,60.0842
510.025,2.4285
567.9785,7.6051
539.368,69.5036
513.2798,12.8947
561.4274,64.1629
518.9919,43.2209
596.6581,56.1417
503.0106,56.395
572.4103,75.5723
544.3874,86.8493
519.3062,57.38
573.875,84.9742
544.6071,19.6791
533.7877,55.5019
530.4872,34.5686
559.0825,52.3661
536.6129,95.4374
584.5267,79.1411
586.3654,64.1328
519.267,16.8708
562.357,10.6283
588.1287,6.6958
537.2733,6.5083
575.5978,84.4919
541.2394,51.9731
551.3019,31.544
543.9096,44.1411
531.9394,89.6253
509.8689,58.4368
546.9788,9.426
527.0387,48.2223
548.57,92.2548
587.9853,94.834
503.5899,34.1347
542.1688,30.3498
580.4716,93.5204
539.2804,12.8713
525.1874,85.394
587.3898,74.5394
512.9877,31.2151
542.8774,97.472
554.6321,60.1117
554.9127,92.3328
551.4651,17.3825
595.0063,28.61
589.1135,44.7187
501.2948,18.1235
518.151,41.3438
514.0146,19.1891
537.675,73.6376
505.9981,4.8652
555.1083,17.0345
590.4203,22.3631
596.2293,78.1213
512.4728,59.7584
533.4827,69.9255
582.5372,33.6151
546.7509,91.7811
575.818,74.8383
542.0069,38.6139
542.7091,81.0857
571.5503,26.8875
,
587.5831,54.2273
557.2305,84.1302
508.6566,29.1971
574.5536,27.0992
529.7008,83.214
594.3829,43.4785
571.067,69.7539
555.9704,20.1522
534.1735,78.6856
589.0578,72.9344
556.891,4.6347
529.3486,88.4398
500.6493,52.2758
580.2592,73.4243
573.993,67.803
542.4021,31.3928
520.2722,62.0277
578.9689,43.4628
549.9004,60.9622
535.7509,30.2356
500.4221,18.3212
547.7969,68.9956
524.6334,73.2375
501.3215,90.0586
579.0334,55.4383
563.7215,94.8213
584.9481,14.4121
500.2271,9.4575
573.9188,17.9713
562.9654,25.6102
527.5421,89.3871
596.6085,41.8441
547.3118,61.3382
540.5029,77.21
591.1998,60.5784
561.5526,21.3907
598.498,17.4657
592.316,23.6754
539.5267,32.0987
560.9496,41.4063
547.9061,62.0607
553.9826,66.1052
564.8258,53.5189
579.908,71.378
577.6623,58.722
585.0997,34.5788
568.5126,82.0336
522.4903,29.4219
546.5648,98.2192
531.4587,51.7065
519.4923,92.6319
582.2565,84.0235
501.0923,93.3464
513.7365,52.87
560.1402,76.326
531.6287,20.784
531.0809,77.9894
535.3303,25.8639
529.2161,97.9349
573.2447,25.9918
536.2364,81.5239
528.5916,1.6147
531.3672,97.6721
568.3438,85.0221
599.5512,25.0458
556.9716,21.0917
